650 without_current 1
-0.739559 -0.245524 -1.37859	-0.805077 -0.424289 -1.53743
-0.805077 -0.424289 -1.53743	-0.896954 -0.499174 -1.75538
-0.896954 -0.499174 -1.75538	-0.987681 -0.451843 -1.98159
-0.987681 -0.451843 -1.98159	-1.05105 -0.293885 -2.16263
-1.05105 -0.293885 -2.16263	-1.06849 -0.0639744 -2.25561
-1.06849 -0.0639744 -2.25561	-1.03329 0.1816 -2.23892
-1.03329 0.1816 -2.23892	-0.951785 0.382712 -2.11771
-0.951785 0.382712 -2.11771	-0.841234 0.490123 -1.92293
-0.841234 0.490123 -1.92293	-0.725201 0.477535 -1.7039
-0.725201 0.477535 -1.7039	-0.627516 0.348029 -1.51629
-0.627516 0.348029 -1.51629	-0.566461 0.133314 -1.40846
-0.566461 0.133314 -1.40846	-0.550558 -0.114041 -1.40947
-0.550558 -0.114041 -1.40947	-0.576945 -0.333475 -1.52175
-0.576945 -0.333475 -1.52175	-0.63262 -0.471262 -1.7203
-0.63262 -0.471262 -1.7203	-0.698107 -0.493668 -1.95863
-0.698107 -0.493668 -1.95863	-0.752546 -0.395207 -2.18005
-0.752546 -0.395207 -2.18005	-0.77886 -0.199986 -2.33162
-0.77886 -0.199986 -2.33162	-0.767731 0.0441994 -2.37714
-0.767731 0.0441994 -2.37714	-0.719454 0.277563 -2.30627
-0.719454 0.277563 -2.30627	-0.643325 0.442969 -2.13717
-0.643325 0.442969 -2.13717	-0.554833 0.499922 -1.91228
-0.554833 0.499922 -1.91228	-0.471494 0.434475 -1.68794
-0.471494 0.434475 -1.68794	-0.408419 0.262655 -1.52065
-0.408419 0.262655 -1.52065	-0.374753 0.0265267 -1.45316
-0.374753 0.0265267 -1.45316	-0.371821 -0.216096 -1.50382
-0.371821 -0.216096 -1.50382	-0.393336 -0.40581 -1.662
-0.393336 -0.40581 -1.662	-0.427495 -0.496169 -1.89049
-0.427495 -0.496169 -1.89049	-0.460306 -0.465047 -2.13459
-0.460306 -0.465047 -2.13459	-0.479235 -0.320066 -2.33547
-0.479235 -0.320066 -2.33547	-0.476205 -0.0967219 -2.44461
-0.476205 -0.0967219 -2.44461	-0.449254 0.150303 -2.43579
-0.449254 0.150303 -2.43579	-0.402499 0.360529 -2.31166
-0.402499 0.360529 -2.31166	-0.344561 0.482485 -2.10314
-0.344561 0.482485 -2.10314	-0.285961 0.486312 -1.86197
-0.285961 0.486312 -1.86197	-0.23626 0.371072 -1.64803
-0.23626 0.371072 -1.64803	-0.2017 0.164981 -1.51463
-0.2017 0.164981 -1.51463	-0.183942 -0.0815028 -1.49542
-0.183942 -0.0815028 -1.49542	-0.180134 -0.308032 -1.59602
-0.180134 -0.308032 -1.59602	-0.184187 -0.459144 -1.79261
-0.184187 -0.459144 -1.79261	-0.188796 -0.497842 -2.03768
-0.188796 -0.497842 -2.03768	-0.187585 -0.414651 -2.27167
-0.187585 -0.414651 -2.27167	-0.176764 -0.229938 -2.43759
-0.176764 -0.229938 -2.43759	-0.155864 0.0110709 -2.49501
-0.155864 0.0110709 -2.49501	-0.127424 0.24937 -2.43004
-0.127424 0.24937 -2.43004	-0.095803 0.426614 -2.25874
-0.095803 0.426614 -2.25874	-0.0655541 0.499408 -2.02326
-0.0655541 0.499408 -2.02326	-0.0398918 0.44993 -1.78146
-0.0398918 0.44993 -1.78146	-0.0197339 0.290293 -1.59278
-0.0197339 0.290293 -1.59278	-0.00359198 0.0595826 -1.50356
-0.00359198 0.0595826 -1.50356	0.0116887 -0.185716 -1.53573
0.0116887 -0.185716 -1.53573	0.0296138 -0.385545 -1.68138
0.0296138 -0.385545 -1.68138	0.0526047 -0.490979 -1.90472
0.0526047 -0.490979 -1.90472	0.0809353 -0.476204 -2.15089
0.0809353 -0.476204 -2.15089	0.112418 -0.344838 -2.35938
0.112418 -0.344838 -2.35938	0.142973 -0.129044 -2.47894
0.142973 -0.129044 -2.47894	0.167939 0.118345 -2.48011
0.167939 0.118345 -2.48011	0.183721 0.336759 -2.36245
0.183721 0.336759 -2.36245	0.189251 0.472723 -2.1546
0.189251 0.472723 -2.1546	0.186757 0.492947 -1.90719
0.186757 0.492947 -1.90719	0.181536 0.392481 -1.68045
0.181536 0.392481 -1.68045	0.180702 0.195922 -1.52935
0.180702 0.195922 -1.52935	0.191199 -0.048606 -1.49015
0.191199 -0.048606 -1.49015	0.217644 -0.281233 -1.57159
0.217644 -0.281233 -1.57159	0.260622 -0.445005 -1.75276
0.260622 -0.445005 -1.75276	0.316003 -0.499824 -1.98833
0.316003 -0.499824 -1.98833	0.375576 -0.432268 -2.21974
0.375576 -0.432268 -2.21974	0.428934 -0.258878 -2.38957
0.428934 -0.258878 -2.38957	0.46619 -0.0221063 -2.45565
0.46619 -0.0221063 -2.45565	0.480798 0.220078 -2.4013
0.480798 0.220078 -2.4013	0.47171 0.40838 -2.23935
0.47171 0.40838 -2.23935	0.444184 0.496696 -2.00886
0.444184 0.496696 -2.00886	0.408931 0.463404 -1.76549
0.408931 0.463404 -1.76549	0.379682 0.316654 -1.56773
0.379682 0.316654 -1.56773	0.369742 0.0923761 -1.4626
0.369742 0.0923761 -1.4626	0.388392 -0.154519 -1.47417
0.388392 -0.154519 -1.47417	0.438096 -0.363582 -1.5978
0.438096 -0.363582 -1.5978	0.513339 -0.483627 -1.80138
0.513339 -0.483627 -1.80138	0.601504 -0.485264 -2.03339
0.601504 -0.485264 -2.03339	0.685703 -0.368091 -2.2356
0.685703 -0.368091 -2.2356	0.748914 -0.160797 -2.35733
0.748914 -0.160797 -2.35733	0.778425 0.0858661 -2.3679
0.778425 0.0858661 -2.3679	0.769415 0.311506 -2.26393
0.769415 0.311506 -2.26393	0.726689 0.460879 -2.07004
0.726689 0.460879 -2.07004	0.663998 0.497412 -1.83261
0.663998 0.497412 -1.83261	0.600993 0.412161 -1.60832
0.600993 0.412161 -1.60832	0.558484 0.225999 -1.45017
0.558484 0.225999 -1.45017	0.55314 -0.015495 -1.39455
0.55314 -0.015495 -1.39455	0.59299 -0.253196 -1.45246
0.59299 -0.253196 -1.45246	0.674926 -0.428905 -1.60704
0.674926 -0.428905 -1.60704	0.784948 -0.499604 -1.81788
0.784948 -0.499604 -1.81788	0.90122 -0.447982 -2.0311
0.90122 -0.447982 -2.0311	0.999278 -0.286679 -2.19269
0.999278 -0.286679 -2.19269	1.05815 -0.0551861 -2.26165
1.05815 -0.0551861 -2.26165	1.06583 0.189818 -2.21996
1.06583 0.189818 -2.21996	1.02275 0.388348 -2.07676
1.02275 0.388348 -2.07676	0.942168 0.491797 -1.86581
0.942168 0.491797 -1.86581	0.847325 0.474836 -1.6371
0.847325 0.474836 -1.6371	0.765979 0.34162 -1.44436
0.765979 0.34162 -1.44436	0.723541 0.124763 -1.33199
0.723541 0.124763 -1.33199	0.736561 -0.122641 -1.32421
0.736561 -0.122641 -1.32421	0.80822 -0.340017 -1.41944
0.80822 -0.340017 -1.41944	0.927041 -0.474146 -1.59091
0.927041 -0.474146 -1.59091	1.06926 -0.492187 -1.79349
1.06926 -0.492187 -1.79349	1.20438 -0.389724 -1.97497
1.20438 -0.389724 -1.97497	1.30265 -0.191842 -2.08883
1.30265 -0.191842 -2.08883	1.34253 0.0530087 -2.10559
1.34253 0.0530087 -2.10559	1.31641 0.284881 -2.01978
1.31641 0.284881 -2.01978	1.23294 0.447005 -1.85098
1.23294 0.447005 -1.85098	1.11538 0.499686 -1.63873
1.11538 0.499686 -1.63873	0.996176 0.430027 -1.43259
0.996176 0.430027 -1.43259	0.909148 0.255082 -1.27993
0.909148 0.255082 -1.27993	0.881003 0.0176841 -1.2144
0.881003 0.0176841 -1.2144	0.924469 -0.224044 -1.24787
0.924469 -0.224044 -1.24787	1.03471 -0.410918 -1.36787
1.03471 -0.410918 -1.36787	1.19007 -0.497185 -1.54097
1.19007 -0.497185 -1.54097	1.35701 -0.461723 -1.72128
1.35701 -0.461723 -1.72128	1.49821 -0.313216 -1.86178
1.49821 -0.313216 -1.86178	1.58178 -0.088023 -1.92588
1.58178 -0.088023 -1.92588	1.58936 0.158721 -1.89613
1.58936 0.158721 -1.89613	1.52105 0.366605 -1.77821
1.52105 0.366605 -1.77821	1.39581 0.484732 -1.59914
1.39581 0.484732 -1.59914	1.24718 0.484178 -1.40035
1.24718 0.484178 -1.40035	1.11529 0.365082 -1.22732
1.11529 0.365082 -1.22732	1.03694 0.1566 -1.11842
1.03694 0.1566 -1.11842	1.03642 -0.0902226 -1.09568
1.03642 -0.0902226 -1.09568	1.11917 -0.314956 -1.15971
1.11917 -0.314956 -1.15971	1.27 -0.462577 -1.28994
1.27 -0.462577 -1.28994	1.45646 -0.496943 -1.45003
1.45646 -0.496943 -1.45003	1.63657 -0.40964 -1.59707
1.63657 -0.40964 -1.59707	1.76901 -0.222043 -1.69212
1.76901 -0.222043 -1.69212	1.8235 0.019918 -1.70964
1.8235 0.019918 -1.70964	1.78844 0.257002 -1.64348
1.78844 0.257002 -1.64348	1.67421 0.431163 -1.50792
1.67421 0.431163 -1.50792	1.511 0.499761 -1.33379
1.511 0.499761 -1.33379	1.34163 0.445999 -1.16062
1.34163 0.445999 -1.16062	1.21117 0.283041 -1.02677
1.21117 0.283041 -1.02677	1.15581 0.0507854 -0.960138
1.15581 0.0507854 -0.960138	1.1937 -0.193905 -0.971602
1.1937 -0.193905 -0.971602	1.32015 -0.39112 -1.05275
1.32015 -0.39112 -1.05275	1.50842 -0.492576 -1.17841
1.50842 -0.492576 -1.17841	1.71602 -0.473432 -1.31317
1.71602 -0.473432 -1.31317	1.89493 -0.338375 -1.42027
1.89493 -0.338375 -1.42027	2.00349 -0.120472 -1.47057
2.00349 -0.120472 -1.47057	2.01676 0.126926 -1.4495
2.01676 0.126926 -1.4495	1.93297 0.343249 -1.36017
1.93297 0.343249 -1.36017	1.7743 0.475532 -1.22218
1.7743 0.475532 -1.22218	1.58172 0.491388 -1.06636
1.58172 0.491388 -1.06636	1.4051 0.386936 -0.926985
1.4051 0.386936 -0.926985	1.29101 0.187748 -0.833309
1.29101 0.187748 -0.833309	1.27113 -0.0574074 -0.802589
1.27113 -0.0574074 -0.802589	1.35425 -0.288507 -0.836244
1.35425 -0.288507 -0.836244	1.52375 -0.44897 -0.919991
1.52375 -0.44897 -0.919991	1.74144 -0.49951 -1.02781
1.74144 -0.49951 -1.02781	1.95673 -0.427752 -1.12864
1.95673 -0.427752 -1.12864	2.11897 -0.251266 -1.19414
2.11897 -0.251266 -1.19414	2.18997 -0.0132605 -1.20546
2.18997 -0.0132605 -1.20546	2.15362 0.227991 -1.15754
2.15362 0.227991 -1.15754	2.02006 0.413423 -1.05986
2.02006 0.413423 -1.05986	1.82349 0.497634 -0.933588
1.82349 0.497634 -0.933588	1.61397 0.460007 -0.806053
1.61397 0.460007 -0.806053	1.44524 0.309754 -0.703816
1.44524 0.309754 -0.703816	1.36145 0.083663 -0.646252
1.36145 0.083663 -0.646252	1.38621 -0.162912 -0.641099
1.38621 -0.162912 -0.641099	1.51653 -0.3696 -0.683045
1.51653 -0.3696 -0.683045	1.72333 -0.485798 -0.755547
1.72333 -0.485798 -0.755547	1.95835 -0.483055 -0.835339
1.95835 -0.483055 -0.835339	2.16593 -0.362043 -0.89839
2.16593 -0.362043 -0.89839	2.29663 -0.152391 -0.925798
2.29663 -0.152391 -0.925798	2.31952 0.0945721 -0.908168
2.31952 0.0945721 -0.908168	2.22992 0.318381 -0.847468
2.22992 0.318381 -0.847468	2.05078 0.464238 -0.756006
2.05078 0.464238 -0.756006	1.82725 0.496435 -0.65292
1.82725 0.496435 -0.65292	1.61566 0.407086 -0.559162
1.61566 0.407086 -0.559162	1.46981 0.218069 -0.492281
1.46981 0.218069 -0.492281	1.4276 -0.0243393 -0.462318
1.4276 -0.0243393 -0.462318	1.50164 -0.260788 -0.469756
1.50164 -0.260788 -0.469756	1.67595 -0.433387 -0.505943
1.67595 -0.433387 -0.505943	1.90973 -0.499878 -0.555744
1.90973 -0.499878 -0.555744	2.14726 -0.443981 -0.601643
2.14726 -0.443981 -0.601643	2.33152 -0.279382 -0.628193
2.33152 -0.279382 -0.628193	2.41821 -0.0463806 -0.625682
2.41821 -0.0463806 -0.625682	2.38678 0.197976 -0.592149
2.38678 0.197976 -0.592149	2.24555 0.393862 -0.533331
2.24555 0.393862 -0.533331	2.02985 0.493316 -0.460709
2.02985 0.493316 -0.460709	1.79346 0.47199 -0.388238
1.79346 0.47199 -0.388238	1.5954 0.335103 -0.328699
1.5954 0.335103 -0.328699	1.48553 0.116172 -0.290606
1.48553 0.116172 -0.290606	1.49213 -0.131202 -0.276435
1.49213 -0.131202 -0.276435	1.61496 -0.346453 -0.282518
1.61496 -0.346453 -0.282518	1.82514 -0.476881 -0.300509
1.82514 -0.476881 -0.300509	2.07219 -0.490551 -0.319936
2.07219 -0.490551 -0.319936	2.29634 -0.384118 -0.331068
2.29634 -0.384118 -0.331068	2.44323 -0.183639 -0.327339
2.44323 -0.183639 -0.327339	2.47725 0.0618015 -0.306714
2.47725 0.0618015 -0.306714	2.3904 0.292111 -0.27172
2.3904 0.292111 -0.27172	2.20429 0.450901 -0.228261
2.20429 0.450901 -0.228261	1.96489 0.499295 -0.183631
1.96489 0.499295 -0.183631	1.73132 0.425444 -0.144353
1.73132 0.425444 -0.144353	1.56132 0.24743 -0.11447
1.56132 0.24743 -0.11447	1.49708 0.00883589 -0.0947198
1.49708 0.00883589 -0.0947198	1.55484 -0.231921 -0.0827727
1.55484 -0.231921 -0.0827727	1.72085 -0.415896 -0.0743617
1.72085 -0.415896 -0.0743617	1.95475 -0.498045 -0.0648927
1.95475 -0.498045 -0.0648927	2.19942 -0.458255 -0.0510033
2.19942 -0.458255 -0.0510033	2.39501 -0.306268 -0.0315808
2.39501 -0.306268 -0.0315808	2.49366 -0.0792965 -0.0079431
2.49366 -0.0792965 -0.0079431	2.4712 0.16709 0.0168407
2.4712 0.16709 0.0168407	2.33313 0.372567 0.0392345
2.33313 0.372567 0.0392345	2.11326 0.486826 0.05668
2.11326 0.486826 0.05668	1.8654 0.481894 0.0687051
1.8654 0.481894 0.0687051	1.65014 0.358977 0.0773075
1.65014 0.358977 0.0773075	1.52 0.14817 0.0864515
1.52 0.14817 0.0864515	1.50651 -0.0989142 0.100807
1.50651 -0.0989142 0.100807	1.61253 -0.321781 0.12411
1.61253 -0.321781 0.12411	1.81157 -0.465864 0.157667
1.81157 -0.465864 0.157667	2.05433 -0.495887 0.199513
2.05433 -0.495887 0.199513	2.28083 -0.404501 0.244557
2.28083 -0.404501 0.244557	2.43514 -0.214078 0.285761
2.43514 -0.214078 0.285761	2.4791 0.0287588 0.316083
2.4791 0.0287588 0.316083	2.40162 0.264554 0.330643
2.40162 0.264554 0.330643	2.22135 0.435577 0.32849
2.22135 0.435577 0.32849	1.982 0.499956 0.31338
1.982 0.499956 0.31338	1.7416 0.441928 0.29325
1.7416 0.441928 0.29325	1.5582 0.275701 0.27842
1.5582 0.275701 0.27842	1.47564 0.0419722 0.278923
1.47564 0.0419722 0.278923	1.51285 -0.202033 0.301657
1.51285 -0.202033 0.301657	1.65935 -0.396573 0.348157
1.65935 -0.396573 0.348157	1.87787 -0.494018 0.413652
